"director.id","worker.id","condition","sitename","privacy","avatars","contentrank","usersrank","socnetwork","revenue","agg.result","agg.nopriv","agg.noprivsn","age","edu","hhsize","female","notenglish","hhemploy","employed.f","country","feeds","tabs","norm"
10876,"A1MQHRVDQ8FX1C","Punishment–agreement","Kiva",1,1,0,0,1,0,3,2,1,21,"High school degree or equivalent",4,"Male","Often",1,"student","IN","Some understanding","Full understanding",FALSE
10877,"A21MCC41K7K4UL","Trust","Kiva",1,0,0,0,0,0,1,0,0,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,FALSE
10878,"A14B4943K1VCLA","Reward–agreement","Kiva",1,0,0,0,1,0,2,1,0,47,"Post-graduate or professional degree",3,"Female","Never",1,"employed full time","US",NA,"Some understanding",FALSE
10879,"A1DTBDD8HGVQKH","Trust","Kiva",1,1,0,0,0,0,2,1,1,55,"Some college or university-level education, without degree",2,"Male","Never",NA,"employed full time","US","Some understanding","Some understanding",FALSE
10880,"A2YY8WHROIVSAR","Solidarity","kiva",1,1,0,0,1,0,3,2,1,28,"College or University-level degree",3,"Male","Rarely",1,"employed full time","US",NA,"Full understanding",FALSE
10881,"AJ3YIE86KPR3M","Promise-opportunity","&quot;Kiva&quot;",1,1,0,0,1,1,4,3,2,46,"High school degree or equivalent",5,"Female","Never",1,"employed full time","US","Some understanding","Good understanding",FALSE
10882,"AO3N3BTVDO8C9","Promise-opportunity","Kiva",1,1,0,0,1,0,3,2,1,35,"Post-graduate or professional degree",2,"Female","Never",1,"employed full time","US",NA,"Good understanding",FALSE
10883,"A3MZK2PMCL0N69","Cheap talk–surveillance","Kiva",1,1,0,0,1,0,3,2,1,23,"College or University-level degree",3,"Female","Sometimes",1,"employed full time","US","Some understanding","Full understanding",FALSE
10884,"A3RJ4K9ULPYH58","Reward–agreement","Kiva",1,1,0,0,1,0,3,2,1,19,"Some college or university-level education, without degree",5,"Male","Sometimes",2,"student","US","Some understanding","Full understanding",FALSE
10885,"AFZ2Y2C4NVHDN","Betting","Kiva",1,1,0,0,0,0,2,1,1,31,"Post-graduate or professional degree",5,"Male","Rarely",1,"domestic spouse","US",NA,"Full understanding",FALSE
10886,"A2YYMF3CGA1DZV","Trust","KIVA",1,1,1,1,1,0,5,4,3,41,"College or University-level degree",2,"Female","Rarely",1,"employed other",NA,"Some understanding","Full understanding",FALSE
10887,"A1WVTIGK6SA2AX","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,21,"College or University-level degree",5,"Female","Rarely",3,"employed part time","US",NA,"Some understanding",FALSE
10888,"AKX3LNHIANEZ4","Tournament scoring","Kiva",1,1,1,1,0,1,5,4,4,30,"High school degree or equivalent",1,"Male","Never",0,"unemployed","US","Good understanding","Full understanding",FALSE
10889,"A1MSRPU1J4M63W","Betting","www.kiva.org",1,1,0,0,0,1,3,2,2,36,"Post-graduate or professional degree",6,"Male","Never",3,"employed full time","US","Good understanding","Good understanding",FALSE
10890,"A3DC64DQ4WWEPD","Punishment–accuracy","Kiva - Loans that change lives",1,1,1,0,1,0,4,3,2,23,"College or University-level degree",2,"Male","Rarely",1,"employed full time","US","Some understanding","Full understanding",FALSE
10891,"AO6CJVKBNBJ16","Solidarity","Kiva",1,1,0,0,0,1,3,2,2,20,"Some college or university-level education, without degree",3,"Male","Never",2,"employed full time","US",NA,"Full understanding",FALSE
10892,"A3I84PGX8MQIQD","Promise-opportunity","Kiva",1,0,0,1,1,1,4,3,2,40,"Some college or university-level education, without degree",6,"Female","Sometimes",2,"employed part time","US","Some understanding","Good understanding",FALSE
10893,"A2WBRL1B89TS8M","Normative Priming","Kiva",1,0,1,1,0,0,3,2,2,52,"Post-graduate or professional degree",2,"Female","Never",2,"employed other","US",NA,"Some understanding",TRUE
10894,"A1X9QF7YZDOXDH","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,43,"Post-graduate or professional degree",5,"Female","Rarely",1,"employed full time","US",NA,"Full understanding",NA
10895,"A2LG6YNCQMK6C1","Punishment–accuracy","Kiva",1,1,0,0,0,0,2,1,1,26,"College or University-level degree",3,"Male","Rarely",2,"employed other","CA","Some understanding","Good understanding",FALSE
10896,"A1EM9X905IWZWS","Control","Kiva",1,1,1,0,1,0,4,3,2,35,"Some college or university-level education, without degree",3,"Female","Never",1,"other","US",NA,"Good understanding",FALSE
10897,"A1IMUESRUYRBWD","Cheap talk–normative incentives","Kiva",1,1,0,0,1,1,4,3,2,55,"Post-graduate or professional degree",2,"Female","Never",1,"employed other","US","Good understanding","Good understanding",FALSE
10898,"A1K2BHVXSMMJW1","Punishment–agreement","kiva",1,1,0,0,1,1,4,3,2,22,"College or University-level degree",2,"Male","Sometimes",1,"student","IN","Good understanding","Full understanding",FALSE
10899,"A1NVMPL5BFQAQU","Cheap talk–normative incentives","Kiva",1,1,1,1,0,1,5,4,4,26,"College or University-level degree",1,"Male","Sometimes",0,"student","GB",NA,"Full understanding",FALSE
10900,"A2YOH5UXP29C0L","Trust","kiva",1,0,1,1,0,1,4,3,3,35,"College or University-level degree",2,"Female","Rarely",1,"employed full time","US","Good understanding","Full understanding",FALSE
10901,"AP103IPD5F6GR","Cheap talk–surveillance","Kiva",0,1,0,0,0,0,1,1,1,58,"College or University-level degree",2,"Female","Rarely",1,"employed other","US",NA,"Some understanding",FALSE
10902,"AR6AG4Q51U8XR","BTS","kiva",1,0,0,0,0,0,1,0,0,27,"College or University-level degree",3,"Male","Sometimes",0,"employed part time","IN","Some understanding","Little understanding",FALSE
10903,"A2G5RCR777QZR","Reward–accuracy","KIVA",1,0,0,0,1,1,3,2,1,26,"College or University-level degree",8,"Female","Very often",3,"employed full time","PK","Good understanding","Full understanding",FALSE
10904,"A3O1DEM7032OR8","Control","Kiva",1,0,0,0,1,0,2,1,0,52,"Some college or university-level education, without degree",2,"Female","Never",1,"employed full time","US","Some understanding","Good understanding",FALSE
10905,"A1EX4DB7ECK74A","Tournament scoring","9999",1,0,0,0,1,1,3,2,1,37,"High school degree or equivalent",4,"Female","Never",1,"domestic spouse","US",NA,"Little understanding",FALSE
10906,"A2SV243JDONKOA","Trust","Kiva",1,1,0,0,0,0,2,1,1,19,"High school degree or equivalent",3,"Male","Sometimes",2,"student","US",NA,"Full understanding",FALSE
10907,"A2F6L6PSBLWIOS","Reward–accuracy","kiva",1,1,0,0,1,1,4,3,2,21,"Some college or university-level education, without degree",1,"Male","Rarely",1,"student","US","Some understanding","Some understanding",FALSE
10908,"A2VJOR3SD0R8WQ","Humanization","Kiva - Loans that change lives",1,1,0,0,1,1,4,3,2,19,"College or University-level degree",4,"Male","Often",2,"employed other","VN","Some understanding","Good understanding",FALSE
10909,"APWEIICQV2NJ6","BTS","kiva",1,1,0,0,0,1,3,2,2,29,"College or University-level degree",3,"Male","Very often",1,"employed full time","IN",NA,"Full understanding",FALSE
10910,"A33IVDK36H5S8D","Promise-opportunity","kiva",1,0,0,0,1,1,3,2,1,23,"Post-graduate or professional degree",4,"Female","Very often",2,"student","IN","Good understanding","Good understanding",FALSE
10911,"A270HOAHEVIFW0","Punishment–accuracy","kiva",1,1,0,0,0,1,3,2,2,24,"Post-graduate or professional degree",5,"Female","Sometimes",2,"employed full time","IN","Some understanding","Some understanding",FALSE
10912,"A2GT83PV3ORIK1","Reward–accuracy","kiva",1,0,0,0,1,1,3,2,1,22,"College or University-level degree",4,"Female","Rarely",3,"unemployed","IN",NA,"No understanding",FALSE
10913,"A3L00852DDNDPD","Normative Priming","kiva",1,1,0,0,1,0,3,2,1,28,"College or University-level degree",6,"Female","Very often",3,"employed other","IN","Good understanding","Good understanding",TRUE
10914,"A1KPTRBZJP9CE8","Cheap talk–surveillance","Kiva",1,1,0,0,1,1,4,3,2,47,"Some college or university-level education, without degree",3,"Female","Never",0,"unemployed","PU","Good understanding","Good understanding",FALSE
10915,"A33KQUGOQGZVAI","Reward–agreement","http://www.kiva.org",1,1,0,0,0,1,3,2,2,30,"Post-graduate or professional degree",2,"Male","Very often",1,"employed full time","IN",NA,"Full understanding",FALSE
10916,"A3FJ7UHH9TJ847","BTS","Kiva",1,1,0,0,1,0,3,2,1,32,"College or University-level degree",NA,"Male","Never",0,"employed full time","US",NA,"Full understanding",FALSE
10917,"A3RFYGIPC5GX5","Normative Priming","kiva",1,1,0,0,0,1,3,2,2,54,"Post-graduate or professional degree",3,"Male","Very often",1,"employed full time","IN","Some understanding","Good understanding",TRUE
10918,"A1OFL2RTP2QCH5","Betting","Kiva",1,1,0,0,0,1,3,2,2,39,"College or University-level degree",6,"Female","Never",1,"employed full time","US",NA,"Full understanding",FALSE
10919,"A1SPUBEWZZGJFJ","Promise-opportunity","KIVA",1,0,0,0,1,0,2,1,0,30,"High school degree or equivalent",4,"Female","Rarely",0,"employed full time","US",NA,"Good understanding",FALSE
10920,"A38DMW8HJ29197","Trust","Kiva",1,0,0,0,1,1,3,2,1,44,"Post-graduate or professional degree",2,"Male","Never",1,"employed full time","US",NA,"Good understanding",FALSE
10922,"A1XVY0XPMC2CJI","Promise-opportunity","Kiva - loans that change lives",1,1,1,1,1,1,6,5,4,39,"Post-graduate or professional degree",2,"Female","Rarely",0,"employed full time","US","Some understanding","Some understanding",FALSE
10923,"A1T8IK740XFKBF","Reward–accuracy","kiva",1,1,0,0,1,0,3,2,1,23,"Some college or university-level education, without degree",3,"Male","Rarely",2,"employed part time","US","Good understanding","Good understanding",FALSE
10924,"A2Y2NP7QGJCLLN","Punishment–accuracy","Kiva",1,0,0,1,1,1,4,3,2,23,"College or University-level degree",1,"Male","Very often",1,"student","IN","Some understanding","Good understanding",FALSE
10925,"A14HYCJD44L59K","Punishment–agreement","Kiva",1,1,0,1,1,1,5,4,3,49,"College or University-level degree",2,"Female","Never",1,"retired","US","Good understanding","Full understanding",FALSE
10926,"A1AAB5KHQ0PLRD","Reward–agreement","Kiva",1,1,0,0,1,1,4,3,2,26,"College or University-level degree",2,"Female","Very often",1,"student","US","Good understanding","Full understanding",FALSE
10927,"A22IHC4Z4IXHLI","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,53,"College or University-level degree",2,"Male","Sometimes",0,"retired","US",NA,"Full understanding",NA
10930,"AZMXV9QTBIKL2","Punishment–agreement","Kiva",1,1,1,1,1,0,5,4,3,55,"Some college or university-level education, without degree",3,"Female","Rarely",2,"employed full time","US","Some understanding","Some understanding",FALSE
10931,"A37P068131GHUF","Punishment–accuracy","Kiva",0,0,0,0,0,0,0,0,0,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,FALSE
10932,"A18BY1BZ979RPX","Trust","Kiva",0,0,0,0,0,1,1,1,1,35,"Post-graduate or professional degree",5,"Female","Rarely",1,"domestic spouse","US","Some understanding","Good understanding",FALSE
10933,"A36EGFEXQOAPXO","Reward–accuracy","Kiva",1,1,1,0,0,1,4,3,3,43,"Post-graduate or professional degree",4,"Male","Rarely",1,"employed full time","US",NA,"Full understanding",FALSE
10934,"A3TYEKZIPOUV3I","Normative Priming","Kiva - Loans that change lives",1,1,0,0,0,0,2,1,1,47,"Post-graduate or professional degree",6,"Female","Never",0,"employed full time","US","Some understanding","Good understanding",TRUE
10935,"A1H2BOOW6DBE9E","Cheap talk–surveillance","Kiva",1,0,0,0,1,0,2,1,0,34,"College or University-level degree",5,"Female","Rarely",1,"student","US","Good understanding","Full understanding",FALSE
10936,"A3CUNBVE7KTGLI","Humanization","Kiva",1,1,0,0,0,1,3,2,2,36,"Some college or university-level education, without degree",4,"Male","Never",1,"employed full time","US","Some understanding","Full understanding",FALSE
10937,"A2M32IY6T04RRY","Tournament scoring","Kiva",1,1,1,1,0,0,4,3,3,23,"College or University-level degree",2,"Female","Rarely",1,"employed part time","US",NA,"Full understanding",FALSE
10938,"ASY0GITFYZ8FU","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,22,"College or University-level degree",2,"Female","Often",2,"student","IN","Good understanding","Good understanding",NA
10939,"A1U41RVHL2TU2D","Trust","Kiva",1,1,0,1,1,0,4,3,2,39,"College or University-level degree",2,"Male","Very often",NA,"unemployed","IN","Good understanding","Good understanding",FALSE
10940,"MISSINGID","Reward–accuracy","9999",1,1,0,0,1,1,4,3,2,68,"Some college or university-level education, without degree",2,"Female","Never",1,"employed part time","US",NA,"No understanding",FALSE
10942,"AYYI29MF58NM9","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,31,"Post-graduate or professional degree",4,"Male","Often",0,"employed full time","IN",NA,"Full understanding",NA
10943,"A7PQRE1KFAK4J","Reward–accuracy","Kiva",1,1,0,0,0,0,2,1,1,32,"Post-graduate or professional degree",2,"Male","Often",1,"employed full time","US","Some understanding","Some understanding",FALSE
10944,"ALNZFA7WARX05","Promise-opportunity","Kiva",1,0,1,1,0,0,3,2,2,37,NA,1,"Female","Never",0,"student","AU","Some understanding","Full understanding",FALSE
10945,"A1387XZ4KLBVXM","Tournament scoring","Kiva",1,1,0,0,1,1,4,3,2,23,"Some college or university-level education, without degree",3,"Male","Very often",2,"employed part time","DE",NA,"Full understanding",FALSE
10946,"AS0IVP4331EUY","Trust","Kiva",1,1,1,1,1,0,5,4,3,25,"College or University-level degree",2,"Female","Never",1,"employed full time","US",NA,"Full understanding",FALSE
10947,"A24RDEU1JTTSEU","Normative Priming","Kiva",1,1,0,0,0,0,2,1,1,19,"High school degree or equivalent",2,"Female","Never",1,"unemployed","US","Good understanding","Good understanding",TRUE
10948,"A283RQ7WNMOPKH","Cheap talk–surveillance","Kiva",1,1,0,0,0,0,2,1,1,38,"College or University-level degree",4,"Female","Never",1,"domestic spouse","US",NA,"Little understanding",FALSE
10949,"A4X4GQMK34FGB","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,37,"Post-graduate or professional degree",2,"Female","Never",1,"employed full time","US",NA,"Full understanding",NA
10950,"A17CMXQXVDUA17","Punishment–agreement","Kiva",0,1,0,0,1,1,3,3,2,24,"High school degree or equivalent",6,"Male","Rarely",3,"employed full time","US",NA,"Full understanding",FALSE
10951,"A2ZCZZGJY3634Y","Punishment–agreement","yahoo",1,1,0,0,1,1,4,3,2,25,"College or University-level degree",5,"Female","Sometimes",2,"employed part time",NA,NA,NA,FALSE
10952,"A1FJCK3KKBVBSD","Solidarity","Kiva",1,1,0,0,1,1,4,3,2,41,"Some college or university-level education, without degree",2,"Female","Never",2,"employed other","US","Good understanding","Good understanding",FALSE
10953,"A2KY04IGOFAV8N","Betting","Kiva",1,1,1,1,1,0,5,4,3,31,"Post-graduate or professional degree",1,"Female","Never",0,"employed full time","US","Good understanding","Full understanding",FALSE
10954,"AHE1R8X07ZSAS","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,37,"College or University-level degree",2,"Male","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
10955,"A3EE5WC9J2ASXC","Reward–accuracy","kiva",1,0,0,0,0,0,1,0,0,52,"College or University-level degree",2,"Female","Sometimes",1,"unemployed","US",NA,"Full understanding",FALSE
10956,"A307SFZNF58SSF","Promise-opportunity","Kiva",1,0,1,1,0,0,3,2,2,28,"College or University-level degree",3,"Female","Never",1,"employed full time","US",NA,"Full understanding",FALSE
10957,"AXVTM0SV6Q2EE","Trust","Kiva - Loans that change lives",1,1,0,0,0,1,3,2,2,32,"Post-graduate or professional degree",3,"Female","Never",1,"employed full time","US",NA,"Full understanding",FALSE
10958,"AD9ZK9YCNRN06","Reward–agreement","Kiva",1,1,0,1,0,1,4,3,3,28,"Post-graduate or professional degree",2,"Male","Never",0,"employed full time","US",NA,"Full understanding",FALSE
10959,"A29H0UDC1XT561","Tournament scoring","Kiva",0,1,0,0,1,1,3,3,2,27,"Some college or university-level education, without degree",4,"Female","Rarely",0,"employed full time","VI",NA,"Full understanding",FALSE
10960,"A21F1QD3AWMGNY","Cheap talk–normative incentives","Kiva",1,0,1,1,0,0,3,2,2,18,"College or University-level degree",3,"Female","Never",0,"student","GB","Good understanding","Full understanding",FALSE
10961,"AJKJUMNTONNBE","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,30,"College or University-level degree",1,"Female","Never",0,"employed full time","US",NA,"Full understanding",FALSE
10962,"A1K9N5KCWKB3LT","Humanization","Kiva - Loans that change lives",1,1,1,1,1,0,5,4,3,31,"College or University-level degree",4,"Male","Never",3,"employed full time","US",NA,"Full understanding",FALSE
10963,"A1CB3DFXV8IMC1","Reward–accuracy","Kiva",1,1,0,1,1,0,4,3,2,54,"College or University-level degree",4,"Female","Often",2,"employed other","US",NA,"Full understanding",FALSE
10965,"AJ1R1HP2C4LZ","Betting","loans that change lives",1,0,0,0,0,0,1,0,0,NA,NA,NA,"9999","9999",NA,NA,NA,NA,NA,FALSE
10966,"AW6YOSAHJKMIH","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,25,"Post-graduate or professional degree",2,"Female","Never",1,"employed part time","UM",NA,"Some understanding",FALSE
10967,"A394VS8CEHVAC8","Betting","Kiva",1,1,0,0,1,0,3,2,1,30,"College or University-level degree",3,"Male","Sometimes",1,"employed full time","US",NA,"Full understanding",FALSE
10968,"AFC3FHO0VYIR6","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,24,"College or University-level degree",4,"Female","Rarely",1,"student","US","Good understanding","Good understanding",NA
10969,"MISSINGID","Betting","Kiva",0,0,1,1,1,1,4,4,3,70,"College or University-level degree",1,"Male","Never",NA,"retired","US",NA,"Full understanding",FALSE
10970,"A2EJ64YP2BYN5Y","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,24,"College or University-level degree",2,"Female","Sometimes",1,"employed full time","US","Some understanding","Good understanding",FALSE
10972,"AU8CR9TTHSJQC","Cheap talk–normative incentives","Kiva",1,1,0,1,0,1,4,3,3,20,"Some college or university-level education, without degree",4,"Male","Rarely",2,"student","US",NA,"Full understanding",FALSE
10973,"A1PVMJB6KROBBC","Punishment–accuracy","Kiva",1,1,0,0,1,0,3,2,1,32,"College or University-level degree",4,"Female","Never",1,"domestic spouse","US","Some understanding","Full understanding",FALSE
10974,"A25A3NVT19N4YV","Betting","Kiva",1,1,1,1,0,1,5,4,4,32,"College or University-level degree",2,"Male","Never",0,"employed full time","US","Some understanding","Some understanding",FALSE
10975,"A1A1L9W2DBFYTJ","Reward–accuracy","Kiva",0,1,1,1,1,1,5,5,4,37,"Post-graduate or professional degree",1,"Male","Sometimes",0,"unemployed","US","Some understanding","Full understanding",FALSE
10976,"A3MF26I45GR9M7","Reward–agreement","Kiva",1,1,0,0,0,0,2,1,1,26,"College or University-level degree",2,"Female","Never",1,"employed part time","US",NA,"Full understanding",FALSE
10977,"A1BP9H5NVKKS6M","Cheap talk–surveillance","kiva",1,0,0,0,1,1,3,2,1,60,"College or University-level degree",2,"Female","Never",1,"employed other","US",NA,"Some understanding",FALSE
10978,"A3J7O5T34PQITC","Humanization","Kiva",1,1,0,1,1,0,4,3,2,46,"College or University-level degree",2,"Female","Rarely",1,"employed full time","US","Some understanding","Some understanding",FALSE
10979,"A38DKT6A9C2STY","Punishment–accuracy","kiva loans",1,1,0,0,1,0,3,2,1,46,"College or University-level degree",3,"Female","Rarely",0,"employed full time","JM",NA,"Full understanding",FALSE
10980,"A23WACWXX3EJ2Y","Cheap talk–surveillance","Kiva",0,1,0,0,1,1,3,3,2,33,"College or University-level degree",2,"Female","Never",0,"employed full time","US","Some understanding","Good understanding",FALSE
10981,"A3TVVW6JHBOXHX","Tournament scoring","KIVA",1,1,0,0,1,0,3,2,1,41,"Post-graduate or professional degree",1,"Female","Rarely",0,"employed full time","US","Good understanding","Full understanding",FALSE
10982,"A313IXCPSXCQL6","Solidarity","Kiva",1,1,1,1,1,1,6,5,4,29,"College or University-level degree",3,"Female","Never",1,"unemployed","US",NA,"Good understanding",FALSE
10983,"A2FBY9DY6T01M9","Solidarity","Kiva",1,1,0,0,1,0,3,2,1,22,"College or University-level degree",4,"Male","Often",2,"student","IN","Good understanding","Full understanding",FALSE
10984,"AVV582JBSAK3O","Control","Kiva",1,1,0,0,0,1,3,2,2,21,"Some college or university-level education, without degree",3,"Male","Never",1,"student","CA","Some understanding","Full understanding",FALSE
10985,"AXU8RKHKO8TIR","Normative Priming","kiva",0,0,0,0,0,0,0,0,0,21,"College or University-level degree",9,"Male","Sometimes",4,"employed other","PK",NA,"Little understanding",TRUE
10986,"A2KG55L4TKCGZV","Normative Priming","KIVA - LOANS THAT CHANGE LIVES",1,1,0,0,1,0,3,2,1,40,"Post-graduate or professional degree",3,"Female","Rarely",1,"employed full time","US","Good understanding","Good understanding",TRUE
10987,"A1U19FN2XGGEY8","Promise-opportunity","Kiva",1,1,1,1,1,1,6,5,4,21,"Some college or university-level education, without degree",3,"Male","Rarely",1,"employed part time","AU",NA,"Full understanding",FALSE
10988,"A31XIXQMFQ5BSR","Demog only","Kiva",1,NA,NA,NA,NA,NA,NA,NA,NA,31,"Some college or university-level education, without degree",1,"Male","Rarely",0,"employed full time","US",NA,"Full understanding",NA
10989,"A2T22J4MHQQ6FJ","Humanization","Kiva - Loans that change lives",0,0,0,0,0,1,1,1,1,45,"College or University-level degree",NA,"Male","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
10990,"A162F5B8DQLVH3","Punishment–agreement","Kiva",1,1,1,1,1,0,5,4,3,35,"Post-graduate or professional degree",2,"Female","Never",1,"employed full time","US","Good understanding","Good understanding",FALSE
10991,"A37HIXNII4P8F8","Humanization","Kiva",1,1,1,0,1,1,5,4,3,39,"Post-graduate or professional degree",2,"Male","Rarely",1,"employed other","US",NA,"Full understanding",FALSE
10992,"A10ZLRLYWRIOSX","Trust","Kiva",1,1,1,1,1,1,6,5,4,41,"College or University-level degree",5,"Male","Rarely",1,"employed part time","AU",NA,"Full understanding",FALSE
10993,"ABX4RX4M3CAO9","Demog only","Kiva",0,NA,NA,NA,NA,NA,NA,NA,NA,42,"Some college or university-level education, without degree",5,"Male","Never",1,"domestic spouse","US",NA,"Good understanding",NA
10994,"A3R2RRZ79010KM","Normative Priming","Kiva",1,0,0,0,0,0,1,0,0,49,"High school degree or equivalent",5,"Female","Rarely",2,"employed full time","US","Some understanding","Full understanding",TRUE
10995,"A35J5NGITKVSSU","Normative Priming","kiva",1,0,1,1,0,0,3,2,2,33,"College or University-level degree",6,"Female","Sometimes",1,"domestic spouse","US",NA,"No understanding",TRUE
10996,"AINLNWR66344R","Promise-opportunity","Kiva",1,1,0,0,1,1,4,3,2,38,"Some college or university-level education, without degree",2,"Female","Never",1,"employed other","US","Some understanding","Full understanding",FALSE
10997,"A38KNVT9A6L8QQ","Punishment–accuracy","Kiva",1,1,0,0,0,0,2,1,1,22,"Post-graduate or professional degree",4,"Male","Sometimes",1,"employed full time","IN","Good understanding","Good understanding",FALSE
10998,"APZMQ5DIHR2VP","Control","Kiva",1,1,0,0,1,0,3,2,1,27,"Some college or university-level education, without degree",4,"Female","Rarely",2,"employed part time","US",NA,"Full understanding",FALSE
10999,"A21RCTARSBMPMP","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,31,"College or University-level degree",2,"Female","Never",1,"other","US",NA,"Full understanding",FALSE
11000,"A2WX99UCNGZOSY","Cheap talk–surveillance","Kiva",1,0,0,0,1,1,3,2,1,26,"College or University-level degree",2,"Female","Rarely",1,"employed other","US",NA,"Some understanding",FALSE
11001,"A15OHT048NHUCB","Cheap talk–surveillance","kiva",1,1,0,0,1,0,3,2,1,20,"High school degree or equivalent",6,"Male","Often",1,"student","US",NA,"Some understanding",FALSE
11002,"APZUGTP011NAV","Solidarity","Kiva-Loans that change lives",1,1,0,1,1,0,4,3,2,30,"College or University-level degree",3,"Female","Rarely",2,"employed part time","US","Some understanding","Good understanding",FALSE
11003,"AD6CRU54C0WF5","Punishment–agreement","kiva",1,1,0,0,1,1,4,3,2,34,"College or University-level degree",4,"Female","Never",1,"employed part time","US",NA,"No understanding",FALSE
11004,"A24UROQVPE6EA7","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,20,"College or University-level degree",5,"Female","Rarely",1,"student","NZ",NA,"Full understanding",FALSE
11005,"A2FU9YFTOUNARL","Trust","Kiva: Loans That Change Lives",1,1,0,0,1,0,3,2,1,43,"Post-graduate or professional degree",3,"Female","Sometimes",1,"employed full time","US",NA,"Full understanding",FALSE
11006,"AW6CPR5XPS59Z","Control","Kiva",1,1,1,1,1,1,6,5,4,21,"Some college or university-level education, without degree",2,"Female","Rarely",1,"student","US","Good understanding","Full understanding",FALSE
11007,"A2KVDNWH51H5IV","Punishment–accuracy","Kiva - loans that change lives",1,1,0,0,1,1,4,3,2,30,"College or University-level degree",2,"Male","Never",1,"employed full time","US",NA,"Some understanding",FALSE
11008,"APH5QZXHE7BJV","Solidarity","Kiva",1,1,0,0,1,1,4,3,2,22,"College or University-level degree",2,"Male","Often",1,"unemployed","RS","Good understanding","Full understanding",FALSE
11009,"A1RK63CKUKR0BB","Trust","Kiva",1,0,0,0,0,1,2,1,1,49,"College or University-level degree",3,"Female","Never",0,"employed part time","US","Some understanding","Some understanding",FALSE
11010,"A2L6WRVSIU7NHN","Cheap talk–surveillance","Kiva: loans that change lives",1,1,0,0,0,1,3,2,2,23,"College or University-level degree",4,"Male","Never",3,"employed full time","US","Good understanding","Good understanding",FALSE
11011,"A35E0A3XEONMO4","Punishment–agreement","Kiva",1,1,1,1,1,1,6,5,4,19,"Some college or university-level education, without degree",5,"Male","Rarely",1,"employed full time","US","Good understanding","Full understanding",FALSE
11012,"A23YCDE2LZTKZU","Betting","kiva",1,0,0,0,0,0,1,0,0,NA,"Some college or university-level education, without degree",5,"Female","Rarely",1,"student",NA,NA,NA,FALSE
11013,"A2FJXI56E5WRW2","Trust","Kiva",1,1,0,0,1,1,4,3,2,29,"Post-graduate or professional degree",2,"Male","Very often",0,"employed full time","US","Good understanding","Full understanding",FALSE
11014,"A2SJLUQ6JENN8Q","Punishment–accuracy","Kiva",0,1,0,0,1,1,3,3,2,36,"Some college or university-level education, without degree",4,"Female","Very often",1,"employed other","US","Some understanding","Little understanding",FALSE
11015,"AU9CQ0RDJLTIW","Tournament scoring","Kiva",1,1,0,0,1,1,4,3,2,36,"Post-graduate or professional degree",3,"Male","Sometimes",0,"employed full time","CA","Some understanding","Full understanding",FALSE
11016,"A7B6OP93B8IXY","Betting","Kiva",1,1,0,1,1,0,4,3,2,30,"Post-graduate or professional degree",2,"Female","Very often",1,"employed full time","US",NA,"Full understanding",FALSE
11017,"A2A0LD60WFPPH","Control","Kiva",1,0,0,0,1,0,2,1,0,22,"College or University-level degree",5,"Female","Often",3,"employed full time","PH",NA,"Full understanding",FALSE
11018,"A1PDW72FWSJB94","Punishment–agreement","kiva",1,1,0,0,0,0,2,1,1,37,"High school degree or equivalent",3,"Male","Rarely",1,"employed full time","US","Some understanding","Good understanding",FALSE
11019,"A37DMV6PZ5ZVXN","Punishment–agreement","Kiva",1,1,0,0,1,1,4,3,2,34,"College or University-level degree",1,"Female","Sometimes",0,"student","NZ","Some understanding","Full understanding",FALSE
11020,"A1LU2QSY3EON1K","Reward–agreement","Kiva",1,1,0,0,1,1,4,3,2,32,"College or University-level degree",2,"Female","Never",1,"employed full time","US","Good understanding","Full understanding",FALSE
11021,"AEFGULPN3VM1T","Punishment–agreement","Kiva",1,1,1,0,1,1,5,4,3,24,"Post-graduate or professional degree",2,"Female","Rarely",1,"student","US","Good understanding","Full understanding",FALSE
11022,"ASIQVVPP8R78E","Demog only","KIVA",1,NA,NA,NA,NA,NA,NA,NA,NA,29,"College or University-level degree",6,"Female","Sometimes",3,"employed full time","US","Good understanding","Full understanding",NA
