"scriptname","director_id","created_at","updated_at"
"AMT_Script_Treatment9-0509",10497,"2009-06-22 06:24:24","2009-06-22 06:24:24"
"AMT_Script_Treatment9-0509",10498,"2009-06-22 06:38:29","2009-06-22 06:38:29"
"AMT_Script_Treatment9-0509",10499,"2009-06-22 08:53:05","2009-06-22 08:53:05"
"AMT_Script_Treatment12-0509",10500,"2009-06-22 09:16:04","2009-06-22 09:16:04"
"AMT_Script_Treatment8-0509",10501,"2009-06-22 11:17:38","2009-06-22 11:17:38"
"AMT_Script_Treatment13-0509",10502,"2009-06-22 11:13:01","2009-06-22 11:13:01"
"AMT_Script_Treatment6-0509",10503,"2009-06-22 11:41:47","2009-06-22 11:41:47"
"AMT_Script_Treatment15-0509",10504,"2009-09-12 09:20:32","2009-09-12 09:35:24"
"AMT_Script_Treatment16-0509",10505,"2009-06-22 12:22:50","2009-06-22 12:22:50"
"AMT_Script_Treatment12-0509",10506,"2009-09-12 09:36:20","2009-09-12 09:53:53"
"AMT_Script_Treatment10-0509",10507,"2009-06-22 12:31:41","2009-06-22 12:31:41"
"AMT_Script_Treatment16-0509",10508,"2009-06-22 13:45:17","2009-06-22 13:45:17"
"AMT_Script_Treatment11-0509",10509,"2009-06-22 14:21:33","2009-06-22 14:21:33"
"AMT_Script_Treatment9-0509",10510,"2009-06-22 14:36:56","2009-06-22 14:36:56"
"AMT_Script_Treatment13-0509",10511,"2009-06-22 14:51:35","2009-06-22 14:51:35"
"AMT_Script_Treatment3-0509",10512,"2009-06-22 15:01:30","2009-06-22 15:01:30"
"AMT_Script_Treatment3-0509",10513,"2009-09-12 09:59:33","2009-09-12 10:09:11"
"AMT_Script_Treatment11-0509",10514,"2009-06-22 15:38:00","2009-06-22 15:38:00"
"AMT_Script_Treatment13-0509",10515,"2009-06-22 15:51:26","2009-06-22 15:51:26"
"AMT_Script_Treatment13-0509",10516,"2009-06-22 17:32:37","2009-06-22 17:32:37"
"AMT_Script_Treatment13-0509",10517,"2009-06-22 19:44:33","2009-06-22 19:44:33"
"AMT_Script_Treatment9-0509",10518,"2009-06-22 20:34:38","2009-06-22 20:34:38"
"AMT_Script_Treatment15-0509",10519,"2009-06-23 02:37:54","2009-06-23 02:37:54"
"AMT_Script_Treatment3-0509",10520,"2009-06-23 09:40:08","2009-06-23 09:40:08"
"AMT_Script_Treatment8-0509",10521,"2009-06-23 10:07:29","2009-06-23 10:07:29"
"AMT_Script_Treatment4-0509",10522,"2009-06-23 10:55:12","2009-06-23 10:55:12"
"AMT_Script_Treatment6-0509",10523,"2009-06-23 11:32:19","2009-06-23 11:32:19"
"AMT_Script_Treatment16-0509",10524,"2009-06-23 12:05:09","2009-06-23 12:05:09"
"AMT_Script_Treatment8-0509",10525,"2009-09-12 12:32:59","2009-09-12 12:42:00"
"AMT_Script_Treatment8-0509",10526,"2009-09-12 12:32:29","2009-09-12 12:40:35"
"AMT_Script_Treatment14-0509",10527,"2009-09-12 15:18:19","2009-09-12 15:26:26"
"AMT_Script_Control-0509",10528,"2009-06-23 15:43:35","2009-06-23 15:43:35"
"AMT_Script_Treatment10-0509",10529,"2009-06-23 16:18:50","2009-06-23 16:18:50"
"AMT_Script_Treatment12-0509",10530,"2009-06-23 16:41:45","2009-06-23 16:41:45"
"AMT_Script_Control-0509",10531,"2009-06-23 19:41:41","2009-06-23 19:41:41"
"AMT_Script_Treatment6-0509",10532,"2009-06-23 21:39:15","2009-06-23 21:39:15"
"AMT_Script_Treatment16-0509",10533,"2009-09-12 16:01:14","2009-09-12 16:07:19"
"AMT_Script_Treatment6-0509",10534,"2009-06-24 00:27:04","2009-06-24 00:27:04"
"AMT_Script_Treatment8-0509",10536,"2009-06-24 00:42:53","2009-06-24 00:42:53"
"AMT_Script_Treatment16-0509",10537,"2009-09-12 23:04:08","2009-09-12 23:20:38"
"AMT_Script_Treatment2-0509",10538,"2009-06-24 02:34:00","2009-06-24 02:34:00"
"AMT_Script_Control-0509",10539,"2009-06-24 05:35:59","2009-06-24 05:35:59"
"AMT_Script_Treatment6-0509",10540,"2009-06-24 08:45:15","2009-06-24 08:45:15"
"AMT_Script_Treatment8-0509",10542,"2009-06-24 12:51:38","2009-06-24 12:51:38"
"AMT_Script_Treatment4-0509",10543,"2009-06-24 13:47:01","2009-06-24 13:47:01"
"AMT_Script_Treatment8-0509",10544,"2009-06-24 17:16:54","2009-06-24 17:16:54"
"AMT_Script_Control-0509",10545,"2009-06-24 17:43:56","2009-06-24 17:43:56"
"AMT_Script_Treatment8-0509",10546,"2009-06-24 19:52:56","2009-06-24 19:52:56"
"AMT_Script_Treatment12-0509",10547,"2009-09-13 01:24:07","2009-09-13 01:30:34"
"AMT_Script_Treatment9-0509",10548,"2009-09-13 06:20:34","2009-09-13 06:29:57"
"AMT_Script_Treatment14-0509",10549,"2009-06-25 01:02:57","2009-06-25 01:02:57"
"AMT_Script_Treatment2-0509",10550,"2009-06-25 02:49:18","2009-06-25 02:49:18"
"AMT_Script_Treatment8-0509",10551,"2009-06-25 04:41:22","2009-06-25 04:41:22"
"AMT_Script_Treatment7-0509",10552,"2009-06-25 04:57:33","2009-06-25 04:57:33"
"AMT_Script_Treatment2-0509",10553,"2009-06-25 10:02:55","2009-06-25 10:02:55"
"AMT_Script_Treatment13-0509",10554,"2009-06-25 10:59:51","2009-06-25 10:59:51"
"AMT_Script_Treatment10-0509",10555,"2009-06-25 11:04:41","2009-06-25 11:04:41"
"AMT_Script_Treatment11-0509",10556,"2009-06-25 11:47:33","2009-06-25 11:47:33"
"AMT_Script_Treatment14-0509",10557,"2009-06-25 14:07:57","2009-06-25 14:07:57"
"AMT_Script_Treatment8-0509",10558,"2009-06-25 17:58:38","2009-06-25 17:58:38"
"AMT_Script_Control-0509",10559,"2009-06-25 18:43:46","2009-06-25 18:43:46"
"AMT_Script_Treatment9-0509",10560,"2009-06-25 19:19:34","2009-06-25 19:19:34"
"AMT_Script_Treatment6-0509",10561,"2009-06-25 19:54:58","2009-06-25 19:54:58"
"AMT_Script_Treatment9-0509",10562,"2009-09-13 11:32:41","2009-09-13 11:37:26"
"AMT_Script_Treatment2-0509",10563,"2009-09-13 13:18:51","2009-09-13 13:18:57"
"AMT_Script_Treatment3-0509",10564,"2009-06-26 03:10:31","2009-06-26 03:10:31"
"AMT_Script_Treatment2-0509",10565,"2009-06-26 05:29:09","2009-06-26 05:29:09"
"AMT_Script_Treatment2-0509",10566,"2009-06-26 06:49:11","2009-06-26 06:49:11"
"AMT_Script_Treatment14-0509",10567,"2009-06-26 12:50:21","2009-06-26 12:50:21"
"AMT_Script_Treatment8-0509",10568,"2009-06-26 16:35:41","2009-06-26 16:35:41"
"AMT_Script_Control-0509",10569,"2009-06-26 17:36:07","2009-06-26 17:36:07"
"AMT_Script_Treatment10-0509",10570,"2009-06-27 01:33:38","2009-06-27 01:33:38"
"AMT_Script_Treatment16-0509",10571,"2009-06-27 07:26:04","2009-06-27 07:26:04"
"AMT_Script_Treatment12-0509",10572,"2009-09-13 14:11:12","2009-09-13 14:15:48"
"AMT_Script_Treatment3-0509",10573,"2009-06-27 13:21:00","2009-06-27 13:21:00"
"AMT_Script_Treatment14-0509",10574,"2009-06-27 15:38:21","2009-06-27 15:38:21"
"AMT_Script_Treatment9-0509",10575,"2009-06-27 20:59:32","2009-06-27 20:59:32"
"AMT_Script_Treatment14-0509",10576,"2009-06-27 21:07:40","2009-06-27 21:07:40"
"AMT_Script_Treatment4-0509",10578,"2009-06-28 00:46:21","2009-06-28 00:46:21"
"AMT_Script_Treatment15-0509",10579,"2009-09-13 15:42:11","2009-09-13 15:47:58"
"AMT_Script_Treatment11-0509",10580,"2009-06-28 04:47:07","2009-06-28 04:47:07"
"AMT_Script_Treatment9-0509",10581,"2009-06-28 17:00:19","2009-06-28 17:00:19"
"AMT_Script_Treatment8-0509",10582,"2009-06-28 19:16:21","2009-06-28 19:16:21"
"AMT_Script_Treatment5-0509",10583,"2009-06-28 19:52:36","2009-06-28 19:52:36"
"AMT_Script_Treatment5-0509",10584,"2009-06-28 20:25:32","2009-06-28 20:25:32"
"AMT_Script_Treatment4-0509",10585,"2009-06-28 21:46:55","2009-06-28 21:46:55"
"AMT_Script_Treatment8-0509",10586,"2009-06-28 23:56:59","2009-06-28 23:56:59"
"AMT_Script_Control-0509",10588,"2009-06-29 03:35:18","2009-06-29 03:35:18"
"AMT_Script_Treatment13-0509",10589,"2009-06-29 06:42:23","2009-06-29 06:42:23"
"AMT_Script_Treatment13-0509",10590,"2009-06-29 07:24:26","2009-06-29 07:24:26"
"AMT_Script_Treatment6-0509",10591,"2009-06-29 08:16:25","2009-06-29 08:16:25"
"AMT_Script_Treatment3-0509",10592,"2009-09-13 16:23:42","2009-09-13 16:32:14"
"AMT_Script_Treatment13-0509",10593,"2009-06-29 09:41:21","2009-06-29 09:41:21"
"AMT_Script_Treatment11-0509",10594,"2009-06-29 10:25:17","2009-06-29 10:25:17"
"AMT_Script_Treatment15-0509",10595,"2009-06-29 11:02:17","2009-06-29 11:02:17"
"AMT_Script_Treatment8-0509",10596,"2009-06-29 11:56:54","2009-06-29 11:56:55"
"AMT_Script_Treatment12-0509",10597,"2009-06-29 12:13:39","2009-06-29 12:13:39"
"AMT_Script_Treatment5-0509",10598,"2009-06-29 12:45:12","2009-06-29 12:45:12"
"AMT_Script_Treatment4-0509",10599,"2009-06-29 13:29:45","2009-06-29 13:29:45"
"AMT_Script_Treatment10-0509",10600,"2009-09-13 16:23:44","2009-09-13 16:36:46"
"AMT_Script_Treatment14-0509",10601,"2009-06-29 14:00:37","2009-06-29 14:00:37"
"AMT_Script_Treatment11-0509",10602,"2009-09-13 17:27:59","2009-09-13 17:32:49"
"AMT_Script_Treatment12-0509",10603,"2009-06-29 15:31:34","2009-06-29 15:31:34"
"AMT_Script_Treatment6-0509",10604,"2009-06-29 18:53:07","2009-06-29 18:53:07"
"AMT_Script_Treatment13-0509",10605,"2009-06-29 19:59:05","2009-06-29 19:59:05"
"AMT_Script_Treatment10-0509",10606,"2009-06-29 20:04:51","2009-06-29 20:05:28"
"AMT_Script_Treatment11-0509",10607,"2009-06-29 20:21:07","2009-06-29 20:21:07"
"AMT_Script_Treatment12-0509",10608,"2009-06-29 20:40:09","2009-06-29 20:40:09"
"AMT_Script_Treatment14-0509",10609,"2009-06-29 22:37:25","2009-06-29 22:37:25"
"AMT_Script_Control-0509",10610,"2009-06-29 23:26:52","2009-06-29 23:26:52"
"AMT_Script_Treatment14-0509",10611,"2009-06-30 00:09:32","2009-06-30 00:09:32"
"AMT_Script_Treatment6-0509",10612,"2009-06-30 00:55:15","2009-06-30 00:55:15"
"AMT_Script_Treatment15-0509",10613,"2009-06-30 01:24:20","2009-06-30 01:24:20"
"AMT_Script_Treatment9-0509",10614,"2009-06-30 01:35:32","2009-06-30 01:35:32"
"AMT_Script_Control-0509",10615,"2009-06-30 01:48:12","2009-06-30 01:48:12"
"AMT_Script_Control-0509",10616,"2009-06-30 02:13:23","2009-06-30 02:13:23"
"AMT_Script_Treatment12-0509",10617,"2009-06-30 02:14:57","2009-06-30 02:14:57"
"AMT_Script_Treatment8-0509",10618,"2009-09-13 22:11:09","2009-09-13 22:19:02"
"AMT_Script_Treatment4-0509",10619,"2009-06-30 02:50:06","2009-06-30 02:50:06"
"AMT_Script_Treatment5-0509",10620,"2009-06-30 03:03:51","2009-06-30 03:06:01"
"AMT_Script_Treatment8-0509",10621,"2009-06-30 04:13:55","2009-06-30 04:13:55"
"AMT_Script_Treatment7-0509",10622,"2009-06-30 04:58:21","2009-06-30 04:58:21"
"AMT_Script_Treatment13-0509",10623,"2009-06-30 06:35:57","2009-06-30 06:35:57"
"AMT_Script_Treatment8-0509",10624,"2009-06-30 07:39:50","2009-06-30 07:39:50"
"AMT_Script_Treatment4-0509",10625,"2009-06-30 11:09:09","2009-06-30 11:09:09"
"AMT_Script_Treatment10-0509",10626,"2009-06-30 11:13:55","2009-06-30 11:13:55"
"AMT_Script_Control-0509",10627,"2009-06-30 12:20:39","2009-06-30 12:20:39"
"AMT_Script_Treatment10-0509",10629,"2009-06-30 13:07:04","2009-06-30 13:07:04"
"AMT_Script_Treatment13-0509",10630,"2009-06-30 13:42:22","2009-06-30 13:42:22"
"AMT_Script_Treatment5-0509",10631,"2009-06-30 13:53:20","2009-06-30 13:53:20"
"AMT_Script_Treatment2-0509",10632,"2009-06-30 13:55:15","2009-06-30 13:56:17"
"AMT_Script_Treatment4-0509",10633,"2009-06-30 14:44:47","2009-06-30 14:44:47"
"AMT_Script_Control-0509",10634,"2009-09-13 23:33:15","2009-09-13 23:40:05"
"AMT_Script_Treatment14-0509",10635,"2009-09-13 23:42:39","2009-09-13 23:44:59"
"AMT_Script_Treatment15-0509",10637,"2009-06-30 15:40:07","2009-06-30 15:40:07"
"AMT_Script_Treatment8-0509",10638,"2009-06-30 16:48:55","2009-06-30 16:48:55"
"AMT_Script_Treatment16-0509",10639,"2009-06-30 17:33:53","2009-06-30 17:33:53"
"AMT_Script_Treatment5-0509",10640,"2009-06-30 17:32:24","2009-06-30 17:32:24"
"AMT_Script_Treatment10-0509",10641,"2009-06-30 19:40:26","2009-06-30 19:40:26"
"AMT_Script_Treatment4-0509",10642,"2009-06-30 19:52:46","2009-06-30 19:52:46"
"AMT_Script_Treatment2-0509",10643,"2009-09-14 00:26:08","2009-09-14 00:30:50"
"AMT_Script_Treatment9-0509",10644,"2009-09-14 10:14:37","2009-09-14 10:25:24"
"AMT_Script_Treatment4-0509",10645,"2009-06-30 21:16:02","2009-06-30 21:16:02"
"AMT_Script_Treatment13-0509",10646,"2009-06-30 21:28:00","2009-06-30 21:28:00"
"AMT_Script_Treatment8-0509",10647,"2009-06-30 21:34:03","2009-06-30 21:34:03"
"AMT_Script_Treatment3-0509",10648,"2009-09-14 12:16:37","2009-09-14 12:22:14"
"AMT_Script_Treatment13-0509",10649,"2009-06-30 21:44:56","2009-06-30 21:44:56"
"AMT_Script_Treatment5-0509",10650,"2009-06-30 21:43:35","2009-06-30 21:43:35"
"AMT_Script_Treatment8-0509",10651,"2009-09-14 17:05:24","2009-09-14 17:09:46"
"AMT_Script_Treatment5-0509",10652,"2009-06-30 22:06:07","2009-06-30 22:06:07"
"AMT_Script_Treatment16-0509",10653,"2009-06-30 22:11:15","2009-06-30 22:11:15"
"AMT_Script_Treatment7-0509",10654,"2009-06-30 22:21:44","2009-06-30 22:21:44"
"AMT_Script_Treatment3-0509",10655,"2009-06-30 22:42:24","2009-06-30 22:42:24"
"AMT_Script_Treatment16-0509",10656,"2009-06-30 23:01:57","2009-06-30 23:01:57"
"AMT_Script_Treatment11-0509",10657,"2009-06-30 23:12:45","2009-06-30 23:12:45"
"AMT_Script_Treatment11-0509",10658,"2009-06-30 23:27:09","2009-06-30 23:27:09"
"AMT_Script_Treatment6-0509",10659,"2009-06-30 23:35:41","2009-06-30 23:35:41"
"AMT_Script_Treatment14-0509",10660,"2009-06-30 23:39:16","2009-06-30 23:39:16"
"AMT_Script_Treatment11-0509",10661,"2009-06-30 23:49:15","2009-06-30 23:49:15"
"AMT_Script_Treatment9-0509",10662,"2009-07-01 00:03:59","2009-07-01 00:03:59"
"AMT_Script_Treatment13-0509",10663,"2009-07-01 00:43:22","2009-07-01 00:43:22"
"AMT_Script_Treatment9-0509",10664,"2009-07-01 00:52:00","2009-07-01 00:52:00"
"AMT_Script_Treatment5-0509",10665,"2009-07-01 01:03:54","2009-07-01 01:03:54"
"AMT_Script_Control-0509",10666,"2009-07-01 01:12:51","2009-07-01 01:12:51"
"AMT_Script_Treatment9-0509",10667,"2009-07-01 01:39:28","2009-07-01 01:39:28"
"AMT_Script_Treatment8-0509",10668,"2009-07-01 01:39:58","2009-07-01 01:39:58"
"AMT_Script_Treatment10-0509",10669,"2009-07-01 02:05:01","2009-07-01 02:05:01"
"AMT_Script_Treatment11-0509",10670,"2009-07-01 02:30:37","2009-07-01 02:30:37"
"AMT_Script_Treatment10-0509",10671,"2009-07-01 02:36:20","2009-07-01 02:36:20"
"AMT_Script_Treatment2-0509",10672,"2009-07-01 02:41:43","2009-07-01 02:41:43"
"AMT_Script_Treatment5-0509",10673,"2009-09-14 19:32:20","2009-09-14 19:38:34"
"AMT_Script_Treatment3-0509",10674,"2009-07-01 03:27:02","2009-07-01 03:27:02"
"AMT_Script_Treatment13-0509",10675,"2009-07-01 03:31:53","2009-07-01 03:31:53"
"AMT_Script_Treatment6-0509",10676,"2009-09-14 20:34:16","2009-09-14 20:54:40"
"AMT_Script_Treatment16-0509",10677,"2009-09-14 21:25:45","2009-09-14 21:31:11"
"AMT_Script_Treatment8-0509",10678,"2009-07-01 04:57:04","2009-07-01 04:57:04"
"AMT_Script_Treatment3-0509",10679,"2009-07-01 04:56:54","2009-07-01 04:56:54"
"AMT_Script_Treatment6-0509",10680,"2009-09-15 01:20:35","2009-09-15 01:28:15"
"AMT_Script_Treatment4-0509",10681,"2009-07-01 05:25:24","2009-07-01 05:25:24"
"AMT_Script_Treatment8-0509",10682,"2009-07-01 05:34:10","2009-07-01 05:34:10"
"AMT_Script_Treatment14-0509",10683,"2009-07-01 07:07:37","2009-07-01 07:07:37"
"AMT_Script_Treatment8-0509",10684,"2009-07-01 07:07:39","2009-07-01 07:07:39"
"AMT_Script_Treatment16-0509",10685,"2009-07-01 07:32:10","2009-07-01 07:32:10"
"AMT_Script_Treatment9-0509",10686,"2009-07-01 07:42:25","2009-07-01 07:42:25"
"AMT_Script_Treatment7-0509",10687,"2009-07-01 07:34:27","2009-07-01 07:34:27"
"AMT_Script_Treatment6-0509",10688,"2009-07-01 07:28:53","2009-07-01 07:28:53"
"AMT_Script_Treatment3-0509",10689,"2009-07-01 07:54:42","2009-07-01 07:54:42"
"AMT_Script_Treatment11-0509",10690,"2009-07-01 07:46:58","2009-07-01 07:46:58"
"AMT_Script_Treatment14-0509",10692,"2009-07-01 08:20:30","2009-07-01 08:20:30"
"AMT_Script_Treatment11-0509",10693,"2009-07-01 09:00:29","2009-07-01 09:00:29"
"AMT_Script_Treatment2-0509",10694,"2009-07-01 08:53:53","2009-07-01 08:53:53"
"AMT_Script_Treatment11-0509",10695,"2009-07-01 09:06:51","2009-07-01 09:06:51"
"AMT_Script_Treatment3-0509",10696,"2009-07-01 09:58:28","2009-07-01 09:58:28"
"AMT_Script_Treatment11-0509",10697,"2009-07-01 10:21:39","2009-07-01 10:21:39"
"AMT_Script_Treatment8-0509",10698,"2009-07-01 10:31:26","2009-07-01 10:31:26"
"AMT_Script_Treatment14-0509",10699,"2009-09-15 07:05:40","2009-09-15 07:11:25"
"AMT_Script_Treatment11-0509",10700,"2009-07-01 11:00:45","2009-07-01 11:00:45"
"AMT_Script_Treatment6-0509",10701,"2009-07-01 11:12:22","2009-07-01 11:12:22"
"AMT_Script_Treatment2-0509",10702,"2009-07-01 11:06:56","2009-07-01 11:06:56"
"AMT_Script_Treatment12-0509",10703,"2009-07-01 11:28:06","2009-07-01 11:28:06"
"AMT_Script_Treatment13-0509",10704,"2009-07-01 11:45:38","2009-07-01 11:45:38"
"AMT_Script_Treatment13-0509",10705,"2009-07-01 12:09:52","2009-07-01 12:09:52"
"AMT_Script_Treatment16-0509",10706,"2009-07-01 12:20:06","2009-07-01 12:20:06"
"AMT_Script_Control-0509",10707,"2009-07-01 12:37:54","2009-07-01 12:37:54"
"AMT_Script_Treatment4-0509",10708,"2009-07-01 12:52:44","2009-07-01 12:52:44"
"AMT_Script_Treatment12-0509",10709,"2009-07-01 12:41:37","2009-07-01 12:41:37"
"AMT_Script_Treatment11-0509",10710,"2009-07-01 12:52:26","2009-07-01 12:52:26"
"AMT_Script_Treatment14-0509",10711,"2009-07-01 13:11:15","2009-07-01 13:11:15"
"AMT_Script_Treatment8-0509",10712,"2009-09-15 09:58:03","2009-09-15 10:07:51"
"AMT_Script_Treatment8-0509",10713,"2009-07-01 13:51:05","2009-07-01 13:51:05"
"AMT_Script_Treatment12-0509",10714,"2009-07-01 13:46:29","2009-07-01 13:46:29"
"AMT_Script_Treatment7-0509",10715,"2009-07-01 13:49:29","2009-07-01 13:49:29"
"AMT_Script_Treatment12-0509",10716,"2009-07-01 13:47:38","2009-07-01 13:47:38"
"AMT_Script_Treatment13-0509",10717,"2009-07-01 14:32:44","2009-07-01 14:32:44"
"AMT_Script_Treatment6-0509",10718,"2009-07-01 14:23:41","2009-07-01 14:23:41"
"AMT_Script_Treatment8-0509",10719,"2009-07-01 14:32:53","2009-07-01 14:32:53"
"AMT_Script_Treatment14-0509",10720,"2009-07-01 14:31:19","2009-07-01 14:31:19"
"AMT_Script_Treatment4-0509",10721,"2009-07-01 14:36:03","2009-07-01 14:36:03"
"AMT_Script_Treatment6-0509",10722,"2009-07-01 14:35:29","2009-07-01 14:35:29"
"AMT_Script_Treatment4-0509",10723,"2009-07-01 14:49:10","2009-07-01 14:49:10"
"AMT_Script_Treatment8-0509",10724,"2009-07-01 15:22:41","2009-07-01 15:22:41"
"AMT_Script_Treatment15-0509",10725,"2009-07-01 16:01:13","2009-07-01 16:01:13"
"AMT_Script_Treatment7-0509",10727,"2009-07-01 16:22:13","2009-07-01 16:22:13"
"AMT_Script_Treatment4-0509",10728,"2009-07-01 16:32:07","2009-07-01 16:32:07"
"AMT_Script_Treatment14-0509",10729,"2009-07-01 16:29:19","2009-07-01 16:29:19"
"AMT_Script_Treatment6-0509",10730,"2009-07-01 16:45:45","2009-07-01 16:45:45"
"AMT_Script_Treatment7-0509",10731,"2009-07-01 16:56:03","2009-07-01 16:56:03"
"AMT_Script_Treatment16-0509",10732,"2009-07-01 17:07:15","2009-07-01 17:07:15"
"AMT_Script_Treatment2-0509",10733,"2009-07-01 16:57:36","2009-07-01 16:57:36"
"AMT_Script_Treatment8-0509",10734,"2009-07-01 17:08:09","2009-07-01 17:08:09"
"AMT_Script_Treatment9-0509",10735,"2009-07-01 17:31:31","2009-07-01 17:31:31"
"AMT_Script_Treatment11-0509",10736,"2009-07-01 17:30:17","2009-07-01 17:30:17"
"AMT_Script_Treatment2-0509",10737,"2009-07-01 17:42:05","2009-07-01 17:42:05"
"AMT_Script_Treatment11-0509",10738,"2009-07-01 17:43:51","2009-07-01 17:43:51"
"AMT_Script_Treatment10-0509",10739,"2009-07-01 17:48:28","2009-07-01 17:48:28"
"AMT_Script_Treatment16-0509",10740,"2009-07-01 17:58:43","2009-07-01 17:58:43"
"AMT_Script_Treatment14-0509",10741,"2009-07-01 18:08:11","2009-07-01 18:08:11"
"AMT_Script_Treatment11-0509",10742,"2009-07-01 18:49:38","2009-07-01 18:49:38"
"AMT_Script_Control-0509",10743,"2009-07-01 18:44:38","2009-07-01 18:44:38"
"AMT_Script_Treatment2-0509",10744,"2009-07-01 19:00:06","2009-07-01 19:00:06"
"AMT_Script_Treatment16-0509",10745,"2009-07-01 19:10:14","2009-07-01 19:10:14"
"AMT_Script_Treatment13-0509",10746,"2009-07-01 19:16:10","2009-07-01 19:16:10"
"AMT_Script_Treatment13-0509",10747,"2009-07-01 19:42:35","2009-07-01 19:42:35"
"AMT_Script_Treatment15-0509",10748,"2009-07-01 19:47:45","2009-07-01 19:47:45"
"AMT_Script_Treatment5-0509",10749,"2009-07-01 20:12:25","2009-07-01 20:12:25"
"AMT_Script_Control-0509",10750,"2009-07-01 20:04:08","2009-07-01 20:04:08"
"AMT_Script_Treatment12-0509",10751,"2009-07-01 20:19:52","2009-07-01 20:19:52"
"AMT_Script_Treatment6-0509",10752,"2009-07-01 20:23:07","2009-07-01 20:23:07"
"AMT_Script_Treatment12-0509",10753,"2009-09-15 10:18:38","2009-09-15 10:23:47"
"AMT_Script_Treatment5-0509",10754,"2009-07-01 20:47:15","2009-07-01 20:47:15"
"AMT_Script_Treatment8-0509",10755,"2009-07-01 21:17:15","2009-07-01 21:17:15"
"AMT_Script_Treatment11-0509",10756,"2009-09-15 11:33:41","2009-09-15 11:42:18"
"AMT_Script_Control-0509",10757,"2009-07-01 22:08:56","2009-07-01 22:08:56"
"AMT_Script_Treatment6-0509",10758,"2009-07-01 22:18:06","2009-07-01 22:18:06"
"AMT_Script_Treatment3-0509",10759,"2009-07-01 22:25:31","2009-07-01 22:25:31"
"AMT_Script_Treatment6-0509",10760,"2009-07-01 22:38:10","2009-07-01 22:38:10"
"AMT_Script_Treatment15-0509",10761,"2009-07-01 22:44:49","2009-07-01 22:44:49"
"AMT_Script_Treatment11-0509",10762,"2009-07-01 23:11:58","2009-07-01 23:11:58"
"AMT_Script_Treatment7-0509",10763,"2009-07-01 23:14:08","2009-07-01 23:14:08"
"AMT_Script_Control-0509",10764,"2009-07-01 23:24:39","2009-07-01 23:24:39"
"AMT_Script_Treatment8-0509",10765,"2009-07-01 23:36:37","2009-07-01 23:36:37"
"AMT_Script_Treatment3-0509",10766,"2009-07-02 00:17:22","2009-07-02 00:17:22"
"AMT_Script_Treatment4-0509",10767,"2009-07-02 00:28:10","2009-07-02 00:28:10"
"AMT_Script_Treatment13-0509",10768,"2009-09-15 11:48:16","2009-09-15 11:56:04"
"AMT_Script_Treatment7-0509",10769,"2009-09-15 16:04:23","2009-09-15 16:08:00"
"AMT_Script_Treatment12-0509",10770,"2009-07-02 01:04:41","2009-07-02 01:04:41"
"AMT_Script_Treatment8-0509",10771,"2009-09-15 17:00:33","2009-09-15 17:09:24"
"AMT_Script_Treatment13-0509",10772,"2009-07-02 01:16:51","2009-07-02 01:16:51"
"AMT_Script_Treatment12-0509",10773,"2009-09-15 19:41:23","2009-09-15 19:48:48"
"AMT_Script_Treatment4-0509",10774,"2009-07-02 02:05:34","2009-07-02 02:05:34"
"AMT_Script_Treatment12-0509",10775,"2009-07-02 02:47:59","2009-07-02 02:47:59"
"AMT_Script_Treatment15-0509",10776,"2009-07-02 02:49:25","2009-07-02 02:49:25"
"AMT_Script_Treatment12-0509",10777,"2009-07-02 03:28:08","2009-07-02 03:28:08"
"AMT_Script_Treatment10-0509",10778,"2009-07-02 03:46:20","2009-07-02 03:46:20"
"AMT_Script_Treatment7-0509",10779,"2009-07-02 04:02:51","2009-07-02 04:02:51"
"AMT_Script_Treatment6-0509",10780,"2009-07-02 03:54:02","2009-07-02 03:54:02"
"AMT_Script_Treatment7-0509",10781,"2009-07-02 04:59:06","2009-07-02 04:59:06"
"AMT_Script_Treatment14-0509",10782,"2009-07-02 07:05:43","2009-07-02 07:05:43"
"AMT_Script_Treatment9-0509",10783,"2009-07-02 07:52:20","2009-07-02 07:52:20"
"AMT_Script_Treatment10-0509",10784,"2009-07-02 07:31:58","2009-07-02 07:31:58"
"AMT_Script_Treatment3-0509",10785,"2009-07-02 07:54:30","2009-07-02 07:54:30"
"AMT_Script_Treatment8-0509",10786,"2009-07-02 08:06:28","2009-07-02 08:06:28"
"AMT_Script_Treatment10-0509",10787,"2009-07-02 08:30:52","2009-07-02 08:30:52"
"AMT_Script_Control-0509",10788,"2009-07-02 09:32:38","2009-07-02 09:32:38"
"AMT_Script_Treatment13-0509",10789,"2009-07-02 10:00:31","2009-07-02 10:00:31"
"AMT_Script_Treatment15-0509",10790,"2009-07-02 10:03:30","2009-07-02 10:03:30"
"AMT_Script_Treatment10-0509",10791,"2009-07-02 11:22:53","2009-07-02 11:22:53"
"AMT_Script_Treatment12-0509",10792,"2009-07-02 11:31:07","2009-07-02 11:31:07"
"AMT_Script_Treatment5-0509",10793,"2009-07-02 11:43:05","2009-07-02 11:43:05"
"AMT_Script_Treatment6-0509",10794,"2009-07-02 11:46:25","2009-07-02 11:46:25"
"AMT_Script_Treatment9-0509",10795,"2009-07-02 11:58:37","2009-07-02 11:58:37"
"AMT_Script_Treatment8-0509",10796,"2009-07-02 12:23:28","2009-07-02 12:23:28"
